County Name,State,Household Median Income,Family's Median Income,Total Population,State Code,County Code,State Abbr
ST. CLAIR,Alabama,58308,68977,87989,01,115,AL
CULLMAN,Alabama,44918,56490,82853,01,043,AL
HOUSTON,Alabama,47580,60763,104702,01,069,AL
TUSCALOOSA,Alabama,53326,68736,207305,01,125,AL
COFFEE,Alabama,55637,67551,51662,01,031,AL
CHILTON,Alabama,47468,54928,44055,01,021,AL
COOSA,Alabama,38990,48681,10757,01,037,AL
ETOWAH,Alabama,44637,57404,102748,01,055,AL
LAMAR,Alabama,38364,52725,13885,01,075,AL
BUTLER,Alabama,40688,50503,19828,01,013,AL
WALKER,Alabama,43629,57528,64110,01,127,AL
GREENE,Alabama,24145,37500,8324,01,063,AL
BULLOCK,Alabama,37785,43333,10248,01,011,AL
CHAMBERS,Alabama,42289,53567,33660,01,017,AL
MONROE,Alabama,30441,49360,21270,01,099,AL
LAWRENCE,Alabama,44886,55426,33058,01,079,AL
LEE,Alabama,51463,72727,161152,01,081,AL
MARION,Alabama,35930,48281,29866,01,093,AL
PICKENS,Alabama,39848,54098,20243,01,107,AL
SUMTER,Alabama,24320,43938,12797,01,119,AL
JEFFERSON,Alabama,53901,70664,659680,01,073,AL
CHOCTAW,Alabama,35892,46759,12925,01,023,AL
FRANKLIN,Alabama,43514,51224,31466,01,059,AL
MARENGO,Alabama,33241,59052,19321,01,091,AL
RUSSELL,Alabama,42443,54213,57952,01,113,AL
CHEROKEE,Alabama,41919,55542,25903,01,019,AL
COVINGTON,Alabama,42189,54031,37200,01,039,AL
CRENSHAW,Alabama,43163,57778,13844,01,041,AL
DALLAS,Alabama,33845,45333,39149,01,047,AL
LAUDERDALE,Alabama,48094,65808,92556,01,077,AL
LOWNDES,Alabama,30036,41444,10079,01,085,AL
MACON,Alabama,33370,48723,18708,01,087,AL
LIMESTONE,Alabama,59686,75234,94727,01,083,AL
SHELBY,Alabama,77799,95848,213432,01,117,AL
WINSTON,Alabama,35788,47885,23784,01,133,AL
BALDWIN,Alabama,58320,75850,212830,01,003,AL
ELMORE,Alabama,60891,72545,81144,01,051,AL
JACKSON,Alabama,41769,52790,51852,01,071,AL
TALLADEGA,Alabama,41325,54699,80387,01,121,AL
WASHINGTON,Alabama,41370,52878,16541,01,129,AL
CLAY,Alabama,40845,49976,13337,01,027,AL
MORGAN,Alabama,52156,64035,119213,01,103,AL
PIKE,Alabama,37446,57006,33333,01,109,AL
COLBERT,Alabama,48065,60740,54771,01,033,AL
DALE,Alabama,47214,57404,49277,01,045,AL
HALE,Alabama,34046,54529,14809,01,065,AL
DEKALB,Alabama,40440,49250,71310,01,049,AL
ESCAMBIA,Alabama,36275,48964,37057,01,053,AL
RANDOLPH,Alabama,43395,54555,22647,01,111,AL
MOBILE,Alabama,47583,60779,414114,01,097,AL
PERRY,Alabama,23447,35469,9293,01,105,AL
CLEBURNE,Alabama,44741,57342,14916,01,029,AL
CONECUH,Alabama,37837,47941,12394,01,035,AL
BARBOUR,Alabama,32525,41704,25361,01,005,AL
BIBB,Alabama,47542,57891,22493,01,007,AL
CALHOUN,Alabama,47255,59147,114618,01,015,AL
CLARKE,Alabama,37404,52956,24128,01,025,AL
FAYETTE,Alabama,39856,51379,16494,01,057,AL
MONTGOMERY,Alabama,50124,63191,226941,01,101,AL
MARSHALL,Alabama,45983,56811,95643,01,095,AL
BLOUNT,Alabama,49358,62295,57681,01,009,AL
HENRY,Alabama,50017,60684,17133,01,067,AL
MADISON,Alabama,65449,85537,362276,01,089,AL
AUTAUGA,Alabama,58731,71103,55380,01,001,AL
TALLAPOOSA,Alabama,45828,56392,40541,01,123,AL
GENEVA,Alabama,41732,50660,26417,01,061,AL
WILCOX,Alabama,31014,42438,10681,01,131,AL
HAINES BOROUGH,Alaska,58059,81034,2518,02,100,AK
JUNEAU CITY AND BOROUGH,Alaska,88390,108750,32227,02,110,AK
YUKON-KOYUKUK,Alaska,41413,51544,5377,02,290,AK
DENALI BOROUGH,Alaska,81719,104375,2246,02,068,AK
HOONAH-ANGOON,Alaska,59803,67500,2139,02,105,AK
WRANGELL CITY AND BOROUGH,Alaska,53894,69600,2502,02,275,AK
BETHEL,Alaska,53553,53985,18134,02,050,AK
NORTH SLOPE BOROUGH,Alaska,79306,83419,9792,02,185,AK
SITKA CITY AND BOROUGH,Alaska,73682,91935,8640,02,220,AK
FAIRBANKS NORTH STAR BOROUGH,Alaska,76992,89993,99072,02,090,AK
KETCHIKAN GATEWAY BOROUGH,Alaska,72728,90684,13800,02,130,AK
MATANUSKA-SUSITNA BOROUGH,Alaska,75493,90704,105369,02,170,AK
NOME,Alaska,61048,59559,9988,02,180,AK
DILLINGHAM,Alaska,56898,55804,4961,02,070,AK
YAKUTAT CITY AND BOROUGH,Alaska,71607,78125,649,02,282,AK
LAKE AND PENINSULA BOROUGH,Alaska,44135,47857,1393,02,164,AK
SOUTHEAST FAIRBANKS,Alaska,70056,84977,6878,02,240,AK
ANCHORAGE MUNICIPALITY,Alaska,84928,102065,293531,02,020,AK
ALEUTIANS EAST BOROUGH,Alaska,69250,77692,3385,02,013,AK
VALDEZ-CORDOVA,Alaska,79867,99102,9243,02,261,AK
KENAI PENINSULA BOROUGH,Alaska,66064,88519,58464,02,122,AK
SKAGWAY MUNICIPALITY,Alaska,73906,83214,1107,02,230,AK
PRINCE OF WALES-HYDER,Alaska,52379,64712,6407,02,198,AK
PETERSBURG BOROUGH,Alaska,69948,83125,3257,02,195,AK
KUSILVAK,Alaska,36754,36341,8250,02,158,AK
ALEUTIANS WEST,Alaska,87466,95500,5698,02,016,AK
BRISTOL BAY BOROUGH,Alaska,79808,98214,875,02,060,AK
KODIAK ISLAND BOROUGH,Alaska,85839,97485,13451,02,150,AK
NORTHWEST ARCTIC BOROUGH,Alaska,60906,58676,7715,02,188,AK
PIMA,Arizona,53379,66727,1027207,04,019,AZ
GILA,Arizona,43524,51428,53546,04,007,AZ
COCHISE,Arizona,49260,59657,125867,04,003,AZ
APACHE,Arizona,32508,41259,71511,04,001,AZ
YUMA,Arizona,45243,50338,209468,04,027,AZ
NAVAJO,Arizona,40067,48944,109270,04,017,AZ
MARICOPA,Arizona,64468,76769,4328810,04,013,AZ
GRAHAM,Arizona,51353,59470,37996,04,009,AZ
SANTA CRUZ,Arizona,41259,46738,46480,04,023,AZ
LA PAZ,Arizona,34643,44419,20793,04,012,AZ
MOHAVE,Arizona,45587,54414,207695,04,015,AZ
COCONINO,Arizona,59460,75787,141274,04,005,AZ
YAVAPAI,Arizona,52451,64608,228067,04,025,AZ
GREENLEE,Arizona,63473,64502,9522,04,011,AZ
PINAL,Arizona,58174,66488,432793,04,021,AZ
DESHA,Arkansas,31893,41467,11709,05,041,AR
FULTON,Arkansas,35405,46190,12231,05,049,AR
HOWARD,Arkansas,36059,50445,13311,05,061,AR
GARLAND,Arkansas,44777,58512,98555,05,051,AR
MISSISSIPPI,Arkansas,39962,48993,42126,05,093,AR
POPE,Arkansas,43462,54820,63761,05,115,AR
PRAIRIE,Arkansas,42660,56020,8189,05,117,AR
UNION,Arkansas,44663,56163,39449,05,139,AR
WOODRUFF,Arkansas,32845,53107,6533,05,147,AR
CLEBURNE,Arkansas,44483,55072,25100,05,023,AR
CLEVELAND,Arkansas,46684,55906,8128,05,025,AR
JACKSON,Arkansas,34109,44229,17027,05,067,AR
HEMPSTEAD,Arkansas,42860,53442,21842,05,057,AR
SHARP,Arkansas,34671,44149,17139,05,135,AR
STONE,Arkansas,38188,49487,12475,05,137,AR
WASHINGTON,Arkansas,50451,63719,232289,05,143,AR
BAXTER,Arkansas,42260,50644,41427,05,005,AR
ASHLEY,Arkansas,44744,55924,20270,05,003,AR
CRAIGHEAD,Arkansas,47286,60757,107345,05,031,AR
GREENE,Arkansas,47056,56700,44937,05,055,AR
PERRY,Arkansas,48667,59570,10355,05,105,AR
POINSETT,Arkansas,40921,49528,23896,05,111,AR
SEVIER,Arkansas,47704,55083,17081,05,133,AR
CALHOUN,Arkansas,46417,59539,5192,05,013,AR
CLARK,Arkansas,41620,58775,22386,05,019,AR
LAWRENCE,Arkansas,39993,50907,16549,05,075,AR
MONROE,Arkansas,38468,50613,7050,05,095,AR
CONWAY,Arkansas,42802,55048,20858,05,029,AR
NEWTON,Arkansas,38082,51629,7812,05,101,AR
ARKANSAS,Arkansas,46696,57186,17914,05,001,AR
LONOKE,Arkansas,59094,70206,72528,05,085,AR
CARROLL,Arkansas,46110,57702,27965,05,015,AR
ST. FRANCIS,Arkansas,35348,43101,25900,05,123,AR
PULASKI,Arkansas,51749,68090,392967,05,119,AR
CLAY,Arkansas,37233,50687,14889,05,021,AR
DREW,Arkansas,46997,63542,18417,05,043,AR
RANDOLPH,Arkansas,37218,44657,17695,05,121,AR
BOONE,Arkansas,45374,53010,37331,05,009,AR
LINCOLN,Arkansas,46596,57747,13455,05,079,AR
CRITTENDEN,Arkansas,40161,51070,48672,05,035,AR
FAULKNER,Arkansas,52827,70444,123624,05,045,AR
MARION,Arkansas,36719,46551,16476,05,089,AR
SEARCY,Arkansas,36438,43268,7908,05,129,AR
BENTON,Arkansas,66362,77122,265759,05,007,AR
HOT SPRING,Arkansas,43889,54124,33597,05,059,AR
MADISON,Arkansas,41682,57077,16211,05,087,AR
NEVADA,Arkansas,38042,45353,8351,05,099,AR
CROSS,Arkansas,46787,61000,16824,05,037,AR
DALLAS,Arkansas,38072,51701,7279,05,039,AR
COLUMBIA,Arkansas,36193,48061,23776,05,027,AR
SALINE,Arkansas,64412,78245,119415,05,125,AR
VAN BUREN,Arkansas,38499,48116,16642,05,141,AR
IZARD,Arkansas,42876,54375,13570,05,065,AR
INDEPENDENCE,Arkansas,44319,54520,37427,05,063,AR
LOGAN,Arkansas,41466,49319,21668,05,083,AR
GRANT,Arkansas,55388,65050,18126,05,053,AR
FRANKLIN,Arkansas,38923,52003,17738,05,047,AR
PIKE,Arkansas,40401,51779,10756,05,109,AR
JEFFERSON,Arkansas,40726,52129,69282,05,069,AR
MONTGOMERY,Arkansas,35741,47279,8950,05,097,AR
SCOTT,Arkansas,36092,46849,10376,05,127,AR
SEBASTIAN,Arkansas,46228,55104,127591,05,131,AR
CRAWFORD,Arkansas,46828,55082,62739,05,033,AR
CHICOT,Arkansas,34147,42500,10615,05,017,AR
JOHNSON,Arkansas,38511,45989,26372,05,071,AR
LEE,Arkansas,29681,50338,9194,05,077,AR
LAFAYETTE,Arkansas,32397,43678,6800,05,073,AR
PHILLIPS,Arkansas,29320,38786,18606,05,107,AR
YELL,Arkansas,43923,50792,21464,05,149,AR
BRADLEY,Arkansas,43184,53040,10874,05,011,AR
POLK,Arkansas,37974,44307,20094,05,113,AR
OUACHITA,Arkansas,35425,48439,23830,05,103,AR
LITTLE RIVER,Arkansas,45113,59807,12347,05,081,AR
MILLER,Arkansas,43371,56321,43572,05,091,AR
WHITE,Arkansas,44029,57117,78762,05,145,AR
MERCED,California,53672,58871,271382,06,047,CA
MARIPOSA,California,48820,60304,17420,06,043,CA
MODOC,California,45507,57208,8907,06,049,CA
CONTRA COSTA,California,99716,114535,1142251,06,013,CA
INYO,California,57316,74384,17977,06,027,CA
STANISLAUS,California,60704,67253,543194,06,099,CA
SANTA BARBARA,California,74624,85186,444829,06,083,CA
TEHAMA,California,44514,54819,63912,06,103,CA
MONO,California,62260,71804,14310,06,051,CA
SAN BENITO,California,86958,94572,60376,06,069,CA
SACRAMENTO,California,67151,78790,1524553,06,067,CA
EL DORADO,California,83377,102777,188563,06,017,CA
MONTEREY,California,71015,76943,433410,06,053,CA
SAN FRANCISCO,California,112449,131595,874961,06,075,CA
SAN DIEGO,California,78980,91034,3316073,06,073,CA
TULARE,California,49687,53330,461898,06,107,CA
HUMBOLDT,California,48041,64790,135940,06,023,CA
ALPINE,California,63750,94792,1039,06,003,CA
MADERA,California,57585,61396,155433,06,039,CA
SANTA CRUZ,California,82234,102708,273962,06,087,CA
TRINITY,California,40846,50114,12700,06,105,CA
RIVERSIDE,California,67005,76938,2411439,06,065,CA
SAN BERNARDINO,California,63362,70188,2149031,06,071,CA
MARIN,California,115246,153656,259943,06,041,CA
PLACER,California,89691,108448,385512,06,061,CA
SHASTA,California,54667,66613,179212,06,089,CA
SOLANO,California,81472,92456,441829,06,095,CA
COLUSA,California,59401,66910,21454,06,011,CA
GLENN,California,49633,57954,27976,06,021,CA
BUTTE,California,52537,67863,225817,06,007,CA
KINGS,California,57848,60314,150691,06,031,CA
PLUMAS,California,55359,74160,18660,06,063,CA
SAN LUIS OBISPO,California,73518,92716,282165,06,079,CA
FRESNO,California,53969,60668,984521,06,019,CA
KERN,California,53350,59464,887641,06,029,CA
ORANGE,California,90234,102052,3168044,06,059,CA
VENTURA,California,88131,99612,847263,06,111,CA
CALAVERAS,California,63158,81002,45514,06,009,CA
SUTTER,California,59050,65288,96109,06,101,CA
SAN MATEO,California,122641,141881,767423,06,081,CA
TUOLUMNE,California,60108,75877,54045,06,109,CA
SAN JOAQUIN,California,64432,72874,742603,06,077,CA
AMADOR,California,62772,77876,38429,06,005,CA
LAKE,California,47040,59235,64195,06,033,CA
YUBA,California,58054,67305,76360,06,115,CA
LASSEN,California,56352,66290,30818,06,035,CA
SONOMA,California,81018,97203,499772,06,097,CA
IMPERIAL,California,47622,55256,180701,06,025,CA
ALAMEDA,California,99406,119612,1656754,06,001,CA
NAPA,California,88596,102010,139623,06,055,CA
SIERRA,California,52148,74583,3040,06,091,CA
YOLO,California,70228,90155,217352,06,113,CA
NEVADA,California,66096,85678,99244,06,057,CA
MENDOCINO,California,51416,63605,87224,06,045,CA
LOS ANGELES,California,68044,76673,10081570,06,037,CA
SANTA CLARA,California,124055,140651,1927470,06,085,CA
SISKIYOU,California,45241,56377,43468,06,093,CA
DEL NORTE,California,45283,57189,27495,06,015,CA
PHILLIPS,Colorado,51155,62009,4290,08,095,CO
ARCHULETA,Colorado,52221,62081,13253,08,007,CO
DENVER,Colorado,68592,87649,705576,08,031,CO
KIOWA,Colorado,41731,51875,1489,08,061,CO
HUERFANO,Colorado,38137,51089,6679,08,055,CO
BACA,Colorado,35878,48182,3561,08,009,CO
GILPIN,Colorado,76429,93581,6018,08,047,CO
KIT CARSON,Colorado,49349,60145,7447,08,063,CO
GUNNISON,Colorado,56577,88218,16802,08,051,CO
MINERAL,Colorado,62188,65313,824,08,079,CO
OURAY,Colorado,66417,79071,4796,08,091,CO
SEDGWICK,Colorado,43150,62500,2322,08,115,CO
WELD,Colorado,74150,84550,305345,08,123,CO
CUSTER,Colorado,53119,63431,4776,08,027,CO
COSTILLA,Colorado,30965,39917,3745,08,023,CO
DOUGLAS,Colorado,119730,134931,336041,08,035,CO
LAKE,Colorado,50565,63596,7751,08,065,CO
LA PLATA,Colorado,68685,91092,55617,08,067,CO
PITKIN,Colorado,78935,97153,17926,08,097,CO
RIO GRANDE,Colorado,39123,58081,11305,08,105,CO
BENT,Colorado,30900,40577,5787,08,011,CO
CROWLEY,Colorado,42135,54406,5754,08,025,CO
SAN JUAN,Colorado,54625,61250,589,08,111,CO
LARIMER,Colorado,71881,91840,344786,08,069,CO
LOGAN,Colorado,53318,66512,22380,08,075,CO
SAN MIGUEL,Colorado,67038,94259,8049,08,113,CO
TELLER,Colorado,66592,79512,24524,08,119,CO
ELBERT,Colorado,99199,111604,25717,08,039,CO
LAS ANIMAS,Colorado,41817,55241,14266,08,071,CO
LINCOLN,Colorado,47258,70036,5585,08,073,CO
SUMMIT,Colorado,79277,89800,30649,08,117,CO
ALAMOSA,Colorado,37515,48035,16107,08,003,CO
DELTA,Colorado,45269,61398,30565,08,029,CO
FREMONT,Colorado,49409,61304,47321,08,043,CO
MONTROSE,Colorado,50489,62971,41686,08,085,CO
MORGAN,Colorado,53682,63313,28517,08,087,CO
SAGUACHE,Colorado,38571,51494,6592,08,109,CO
PROWERS,Colorado,41929,49627,12022,08,099,CO
WASHINGTON,Colorado,50094,63170,4868,08,121,CO
GRAND,Colorado,71198,85453,15303,08,049,CO
OTERO,Colorado,38169,53246,18282,08,089,CO
BROOMFIELD,Colorado,96416,119017,67886,08,014,CO
HINSDALE,Colorado,56339,64886,857,08,053,CO
DOLORES,Colorado,45972,55938,1857,08,033,CO
JACKSON,Colorado,53300,61429,1261,08,057,CO
MONTEZUMA,Colorado,49470,57800,26031,08,083,CO
BOULDER,Colorado,83019,112815,322510,08,013,CO
YUMA,Colorado,52022,53264,10003,08,125,CO
ROUTT,Colorado,77443,94972,25072,08,107,CO
CLEAR CREEK,Colorado,67060,100156,9495,08,019,CO
PUEBLO,Colorado,46783,60139,165982,08,101,CO
PARK,Colorado,73622,87934,17867,08,093,CO
MESA,Colorado,55379,69308,151218,08,077,CO
EL PASO,Colorado,68779,81957,698974,08,041,CO
ARAPAHOE,Colorado,77469,94344,644560,08,005,CO
CHAFFEE,Colorado,55771,71823,19557,08,015,CO
GARFIELD,Colorado,75937,84774,59055,08,045,CO
JEFFERSON,Colorado,82986,104183,574798,08,059,CO
RIO BLANCO,Colorado,54357,75859,6384,08,103,CO
CONEJOS,Colorado,36084,46768,8128,08,021,CO
ADAMS,Colorado,71202,80651,504108,08,001,CO
EAGLE,Colorado,84790,94149,54681,08,037,CO
MOFFAT,Colorado,57229,71675,13127,08,081,CO
CHEYENNE,Colorado,53977,81144,2026,08,017,CO
NEW HAVEN,Connecticut,69905,90449,857513,09,009,CT
HARTFORD,Connecticut,75148,95628,893561,09,003,CT
WINDHAM,Connecticut,66550,82993,116566,09,015,CT
NEW LONDON,Connecticut,73490,91499,267390,09,011,CT
MIDDLESEX,Connecticut,85898,110020,163053,09,007,CT
TOLLAND,Connecticut,87069,113536,151063,09,013,CT
FAIRFIELD,Connecticut,95645,118752,943926,09,001,CT
LITCHFIELD,Connecticut,79906,101374,182002,09,005,CT
SUSSEX,Delaware,63162,74745,224384,10,005,DE
NEW CASTLE,Delaware,73892,91568,556165,10,003,DE
KENT,Delaware,60910,70919,176699,10,001,DE
DISTRICT OF COLUMBIA,District of Columbia,86420,113561,692683,11,001,DC
WASHINGTON,Florida,37022,47022,24764,12,133,FL
DUVAL,Florida,55807,67947,936186,12,031,FL
BRADFORD,Florida,45921,54554,27317,12,007,FL
BREVARD,Florida,56775,71135,585507,12,009,FL
CLAY,Florida,65740,74803,211405,12,019,FL
LAFAYETTE,Florida,50165,60360,8637,12,067,FL
LAKE,Florida,54513,65724,345867,12,069,FL
NASSAU,Florida,69943,81672,83098,12,089,FL
PINELLAS,Florida,54090,72411,964666,12,103,FL
POLK,Florida,50584,58508,686218,12,105,FL
ST. LUCIE,Florida,52322,61739,312947,12,111,FL
GLADES,Florida,40977,48750,13516,12,043,FL
HENDRY,Florida,40820,45079,40732,12,051,FL
INDIAN RIVER,Florida,54740,70054,153989,12,061,FL
JACKSON,Florida,39872,52144,47945,12,063,FL
ST. JOHNS,Florida,82252,99320,244674,12,109,FL
SEMINOLE,Florida,66768,81291,461402,12,117,FL
BAY,Florida,54316,67480,182161,12,005,FL
FLAGLER,Florida,54514,63028,109801,12,035,FL
GULF,Florida,47712,55403,15576,12,045,FL
LIBERTY,Florida,38015,42045,8345,12,077,FL
OSCEOLA,Florida,52279,57372,351955,12,097,FL
WALTON,Florida,58093,71778,68262,12,131,FL
GADSDEN,Florida,41401,50694,45945,12,039,FL
JEFFERSON,Florida,47240,61044,14161,12,065,FL
MARION,Florida,45371,54581,353526,12,083,FL
HARDEE,Florida,38682,49344,27131,12,049,FL
OKEECHOBEE,Florida,41760,48505,41144,12,093,FL
ORANGE,Florida,58254,67326,1349746,12,095,FL
GILCHRIST,Florida,43640,50567,17953,12,041,FL
SUWANNEE,Florida,47839,53125,44046,12,121,FL
ALACHUA,Florida,49689,75920,265443,12,001,FL
CALHOUN,Florida,38568,57225,14362,12,013,FL
CHARLOTTE,Florida,51499,62471,181067,12,015,FL
DIXIE,Florida,39828,45360,16589,12,029,FL
MARTIN,Florida,61133,79182,159065,12,085,FL
SARASOTA,Florida,62236,77940,419496,12,115,FL
MANATEE,Florida,59009,71605,384213,12,081,FL
CITRUS,Florida,44237,54892,145169,12,017,FL
BAKER,Florida,63275,73022,28211,12,003,FL
SANTA ROSA,Florida,67949,77144,174755,12,113,FL
LEON,Florida,53106,77430,289770,12,073,FL
BROWARD,Florida,59547,71206,1926205,12,011,FL
MONROE,Florida,70033,83576,75798,12,087,FL
HERNANDO,Florida,48812,57170,186313,12,053,FL
HILLSBOROUGH,Florida,58884,72124,1422278,12,057,FL
TAYLOR,Florida,40306,50167,21870,12,123,FL
WAKULLA,Florida,61410,70917,32321,12,129,FL
PALM BEACH,Florida,63299,78370,1465027,12,099,FL
MIAMI-DADE,Florida,51347,57871,2699428,12,086,FL
FRANKLIN,Florida,46643,55573,11811,12,037,FL
HAMILTON,Florida,38569,50777,14326,12,047,FL
SUMTER,Florida,57226,70564,125044,12,119,FL
HOLMES,Florida,39102,51083,19432,12,059,FL
LEE,Florida,57832,69496,737468,12,071,FL
COLLIER,Florida,69653,82092,371453,12,021,FL
PASCO,Florida,52828,65393,524602,12,101,FL
HIGHLANDS,Florida,40942,49717,103437,12,055,FL
DESOTO,Florida,35438,41913,36903,12,027,FL
COLUMBIA,Florida,46494,60910,69968,12,023,FL
PUTNAM,Florida,37670,46431,73252,12,107,FL
UNION,Florida,44270,53719,15303,12,125,FL
LEVY,Florida,37326,46692,40403,12,075,FL
VOLUSIA,Florida,49494,62616,536487,12,127,FL
MADISON,Florida,37037,48121,18460,12,079,FL
ESCAMBIA,Florida,50915,64880,313491,12,033,FL
OKALOOSA,Florida,63412,76796,203794,12,091,FL
BACON,Georgia,37519,45764,11201,13,005,GA
BRANTLEY,Georgia,38857,49979,18756,13,025,GA
BEN HILL,Georgia,32229,40048,17033,13,017,GA
BURKE,Georgia,44151,47542,22520,13,033,GA
CATOOSA,Georgia,56235,67861,66700,13,047,GA
CHATTAHOOCHEE,Georgia,47096,49669,10560,13,053,GA
CHATTOOGA,Georgia,36807,46266,24812,13,055,GA
COLUMBIA,Georgia,82339,92070,150705,13,073,GA
DECATUR,Georgia,41481,49985,26682,13,087,GA
FLOYD,Georgia,48336,60027,97369,13,115,GA
FORSYTH,Georgia,107218,119045,228383,13,117,GA
HABERSHAM,Georgia,50563,61226,44626,13,137,GA
HART,Georgia,43204,56105,25773,13,147,GA
LOWNDES,Georgia,42441,56081,115364,13,185,GA
MCINTOSH,Georgia,49504,68260,14174,13,191,GA
MERIWETHER,Georgia,37121,47757,21106,13,199,GA
MONROE,Georgia,54754,79642,27171,13,207,GA
PUTNAM,Georgia,51606,62810,21691,13,237,GA
SUMTER,Georgia,36681,50820,30064,13,261,GA
TALIAFERRO,Georgia,37446,46250,1611,13,265,GA
WARREN,Georgia,37203,44730,5297,13,301,GA
BRYAN,Georgia,72624,85042,37063,13,029,GA
BUTTS,Georgia,43471,53671,24090,13,035,GA
CAMDEN,Georgia,56951,62690,53231,13,039,GA
CRAWFORD,Georgia,46283,59722,12325,13,079,GA
EARLY,Georgia,30640,42232,10312,13,099,GA
COFFEE,Georgia,40859,47327,43021,13,069,GA
COWETA,Georgia,75913,86520,143260,13,077,GA
GILMER,Georgia,52625,62062,30414,13,123,GA
WALTON,Georgia,61599,71845,91442,13,297,GA
WILKES,Georgia,37838,56942,9844,13,317,GA
DODGE,Georgia,39302,49220,20829,13,091,GA
GORDON,Georgia,45865,51699,57202,13,129,GA
CHEROKEE,Georgia,82740,96381,247515,13,057,GA
FAYETTE,Georgia,90145,107975,112303,13,113,GA
LEE,Georgia,69280,79527,29502,13,177,GA
PICKENS,Georgia,67631,79705,31387,13,227,GA
GREENE,Georgia,52129,69256,17349,13,133,GA
COOK,Georgia,41854,47631,17177,13,075,GA
DAWSON,Georgia,66281,78603,24536,13,085,GA
FULTON,Georgia,69673,95559,1036200,13,121,GA
MCDUFFIE,Georgia,43468,50579,21455,13,189,GA
MORGAN,Georgia,66178,76968,18507,13,211,GA
HEARD,Georgia,51358,63522,11736,13,149,GA
DOUGHERTY,Georgia,39584,46821,89703,13,095,GA
FANNIN,Georgia,47997,60449,25395,13,111,GA
HOUSTON,Georgia,61723,72018,153507,13,153,GA
LAURENS,Georgia,39120,45708,47405,13,175,GA
SPALDING,Georgia,47111,55345,65306,13,255,GA
TELFAIR,Georgia,32405,35323,16035,13,271,GA
UNION,Georgia,50021,61156,23288,13,291,GA
UPSON,Georgia,37640,53440,26236,13,293,GA
WASHINGTON,Georgia,38068,48331,20436,13,303,GA
WHITE,Georgia,52493,61605,29489,13,311,GA
PEACH,Georgia,46636,60034,27145,13,225,GA
PAULDING,Georgia,68370,76349,159825,13,223,GA
PIERCE,Georgia,42804,50819,19250,13,229,GA
PIKE,Georgia,64878,80818,18327,13,231,GA
RICHMOND,Georgia,42728,51440,201852,13,245,GA
SCREVEN,Georgia,39842,55025,13989,13,251,GA
TATTNALL,Georgia,40730,52418,25382,13,267,GA
BERRIEN,Georgia,40415,50207,19152,13,019,GA
WALKER,Georgia,46157,57466,69039,13,295,GA
GWINNETT,Georgia,71026,79584,915046,13,135,GA
BARROW,Georgia,62345,70167,78991,13,013,GA
CHARLTON,Georgia,41961,49159,13040,13,049,GA
CLINCH,Georgia,27658,43703,6686,13,065,GA
BARTOW,Georgia,57423,65580,104919,13,015,GA
DOUGLAS,Georgia,63835,73801,143316,13,097,GA
GRADY,Georgia,43531,53035,24828,13,131,GA
HANCOCK,Georgia,31860,45339,8515,13,141,GA
WHITFIELD,Georgia,48623,56197,104237,13,313,GA
MACON,Georgia,32161,43750,13305,13,193,GA
TROUP,Georgia,45649,58851,69919,13,285,GA
HARRIS,Georgia,76319,92242,34105,13,145,GA
SCHLEY,Georgia,44448,50417,5221,13,249,GA
WORTH,Georgia,45398,53019,20494,13,321,GA
DOOLY,Georgia,37340,51716,13736,13,093,GA
EVANS,Georgia,42607,51075,10687,13,109,GA
WEBSTER,Georgia,37297,49205,2610,13,307,GA
EFFINGHAM,Georgia,66822,80627,60477,13,103,GA
GLASCOCK,Georgia,45000,68571,2996,13,125,GA
QUITMAN,Georgia,26667,40750,2289,13,239,GA
CHATHAM,Georgia,56842,70079,288496,13,051,GA
JOHNSON,Georgia,42446,51394,9691,13,167,GA
LANIER,Georgia,40986,55786,10380,13,173,GA
MADISON,Georgia,52500,62446,29218,13,195,GA
MITCHELL,Georgia,38116,41012,22244,13,205,GA
TIFT,Georgia,45639,53557,40541,13,277,GA
POLK,Georgia,44891,56616,41908,13,233,GA
TALBOT,Georgia,38549,48528,6321,13,263,GA
TERRELL,Georgia,34768,41127,8737,13,273,GA
THOMAS,Georgia,43740,55919,44630,13,275,GA
WILKINSON,Georgia,38996,51344,9010,13,319,GA
OGLETHORPE,Georgia,47120,59589,14931,13,221,GA
RANDOLPH,Georgia,31699,35709,6973,13,243,GA
WARE,Georgia,36869,48999,35593,13,299,GA
WAYNE,Georgia,45483,54549,29788,13,305,GA
WILCOX,Georgia,36964,49432,8824,13,315,GA
BALDWIN,Georgia,43672,62857,45111,13,009,GA
BULLOCH,Georgia,45550,57233,76120,13,031,GA
CLAY,Georgia,22325,26613,2951,13,061,GA
ECHOLS,Georgia,39494,53766,3981,13,101,GA
DEKALB,Georgia,62399,77215,749323,13,089,GA
HARALSON,Georgia,48550,60162,29227,13,143,GA
JEFFERSON,Georgia,33944,43796,15618,13,163,GA
LINCOLN,Georgia,39742,58611,7856,13,181,GA
MURRAY,Georgia,48033,55259,39724,13,213,GA
PULASKI,Georgia,45148,55422,11216,13,235,GA
RABUN,Georgia,42500,52874,16645,13,241,GA
TOWNS,Georgia,48219,53651,11617,13,281,GA
TREUTLEN,Georgia,32241,49390,6795,13,283,GA
IRWIN,Georgia,37736,56000,9320,13,155,GA
